,# platform,file_sys,app,api,rw,io_time,agg_perf_by_slowest,total_bytes,total_opens,total_rws,start_time,end_time,jobid,ggio_bytes_read,ggio_bytes_written,ggio_opens,ggio_closes,ggio_read_reqs,ggio_write_reqs,ggio_read_dirs,ggio_inoded_updates
0,mira,mira-fs1,IOR,MPIIO,write,71.020373,14764.439424,1099511627776,32769,66560,1487112035,1487112142,1024637,,,,,,,,
1,mira,mira-fs1,IOR,POSIX,write,78.061877,13432.625982,1099511627776,16384,262144,1487112149,1487112229,1024637,,,,,,,,
2,mira,mira-fs1,HACC-IO,GLEAN,write,164.332462,15154.379188,2611327991808,32768,163840,1487112236,1487112402,1024637,,,,,,,,
3,mira,mira-fs1,IOR,MPIIO,read,109.217894,9600.771057,1099511627776,32768,66560,1487112475,1487112619,1024637,,,,,,,,
4,mira,mira-fs1,IOR,POSIX,read,53.447012,19618.982597,1099511627776,16384,262144,1487112626,1487112688,1024637,,,,,,,,
5,mira,mira-fs1,HACC-IO,GLEAN,read,211.364856,11782.263558,2611327991808,32768,163840,1487112695,1487112907,1024637,,,,,,,,
6,mira,mira-fs1,IOR,MPIIO,write,84.427781,12419.798237,1099511627776,32769,66560,1487192473,1487192583,1025514,,,,,,,,
7,mira,mira-fs1,IOR,POSIX,write,73.750406,14217.901451,1099511627776,16384,262144,1487192590,1487192666,1025514,,,,,,,,
8,mira,mira-fs1,HACC-IO,GLEAN,write,232.252981,10722.602691,2611327991808,32768,163840,1487192673,1487192908,1025514,,,,,,,,
9,mira,mira-fs1,IOR,MPIIO,read,88.645054,11828.928442,1099511627776,32768,66560,1487192980,1487193088,1025514,,,,,,,,
10,mira,mira-fs1,IOR,POSIX,read,57.135247,18352.524184,1099511627776,16384,262144,1487193095,1487193172,1025514,,,,,,,,
11,mira,mira-fs1,HACC-IO,GLEAN,read,132.398948,18809.488047,2611327991808,32768,163840,1487193179,1487193313,1025514,,,,,,,,
12,mira,mira-fs1,IOR,MPIIO,write,73.361794,14293.216385,1099511627776,32769,66560,1487281875,1487281983,1026386,,,,,,,,
13,mira,mira-fs1,IOR,POSIX,write,71.392844,14687.410494,1099511627776,16384,262144,1487281989,1487282063,1026386,,,,,,,,
14,mira,mira-fs1,HACC-IO,GLEAN,write,166.959379,14915.942132,2611327991808,32768,163840,1487282070,1487282238,1026386,,,,,,,,
15,mira,mira-fs1,IOR,MPIIO,read,81.403438,12881.224915,1099511627776,32768,66560,1487282306,1487282418,1026386,,,,,,,,
16,mira,mira-fs1,IOR,POSIX,read,52.271622,20060.138846,1099511627776,16384,262144,1487282424,1487282492,1026386,,,,,,,,
17,mira,mira-fs1,HACC-IO,GLEAN,read,129.133094,19285.191418,2611327991808,32768,163840,1487282499,1487282629,1026386,,,,,,,,
18,mira,mira-fs1,IOR,MPIIO,write,67.870198,15449.726608,1099511627776,32769,66560,1487370688,1487370783,1027273,,,,,,,,
19,mira,mira-fs1,IOR,POSIX,write,73.327834,14299.835928,1099511627776,16384,262144,1487370790,1487370866,1027273,,,,,,,,
20,mira,mira-fs1,IOR,MPIIO,write,71.769138,14610.402641,1099511627776,32769,66560,1487450557,1487450658,1027936,,,,,,,,
21,mira,mira-fs1,IOR,POSIX,write,71.865819,14590.747297,1099511627776,16384,262144,1487450665,1487450739,1027936,,,,,,,,
22,mira,mira-fs1,HACC-IO,GLEAN,write,92.380251,17025.979446,1649267703808,32768,163840,1487450746,1487450839,1027936,,,,,,,,
23,mira,mira-fs1,IOR,MPIIO,read,77.004719,13617.035522,1099511627776,32768,66560,1487450939,1487451051,1027936,,,,,,,,
24,mira,mira-fs1,IOR,POSIX,read,52.987409,19789.1542,1099511627776,16384,262144,1487451057,1487451130,1027936,,,,,,,,
25,mira,mira-fs1,HACC-IO,GLEAN,read,486.533503,3232.797414,1649267703808,32768,163840,1487451137,1487451625,1027936,,,,,,,,
26,mira,mira-fs1,IOR,MPIIO,write,71.878433,14588.186637,1099511627776,32769,66560,1487540891,1487540995,1028851,,,,,,,,
27,mira,mira-fs1,IOR,POSIX,write,71.076178,14752.84727,1099511627776,16384,262144,1487541002,1487541075,1028851,,,,,,,,
28,mira,mira-fs1,IOR,MPIIO,write,73.382643,14289.15549,1099511627776,32769,66560,1487702841,1487702945,1029755,,,,,,,,
29,mira,mira-fs1,IOR,POSIX,write,68.510701,15305.287844,1099511627776,16384,262144,1487702952,1487703023,1029755,,,,,,,,
30,mira,mira-fs1,HACC-IO,GLEAN,write,546.745018,2876.778384,1649267703808,32768,163840,1487703030,1487703578,1029755,,,,,,,,
31,mira,mira-fs1,IOR,MPIIO,read,88.854493,11801.046393,1099511627776,32768,66560,1487703683,1487703802,1029755,,,,,,,,
32,mira,mira-fs1,IOR,POSIX,read,54.07216,19392.16025,1099511627776,16384,262144,1487703809,1487703868,1029755,,,,,,,,
33,mira,mira-fs1,HACC-IO,GLEAN,read,90.373025,17404.13408,1649267703808,32768,163840,1487703876,1487703967,1029755,,,,,,,,
34,mira,mira-fs1,IOR,MPIIO,write,81.649673,12842.378388,1099511627776,32769,66560,1487713757,1487713866,1030450,,,,,,,,
35,mira,mira-fs1,IOR,POSIX,write,75.729111,13846.405728,1099511627776,16384,262144,1487713872,1487713950,1030450,,,,,,,,
36,mira,mira-fs1,HACC-IO,GLEAN,write,1876.655475,838.120939,1649267703808,32768,163840,1487713957,1487715836,1030450,,,,,,,,
37,mira,mira-fs1,IOR,MPIIO,read,97.055392,10803.892306,1099511627776,32768,66560,1487715957,1487716069,1030450,,,,,,,,
38,mira,mira-fs1,IOR,POSIX,read,52.525377,19963.226542,1099511627776,16384,262144,1487716076,1487716141,1030450,,,,,,,,
39,mira,mira-fs1,HACC-IO,GLEAN,read,86.889879,18101.811878,1649267703808,32768,163840,1487716148,1487716236,1030450,,,,,,,,
40,mira,mira-fs1,IOR,MPIIO,write,74.705256,14036.174358,1099511627776,32769,66560,1487857643,1487857748,1031208,,,,,,,,
41,mira,mira-fs1,IOR,POSIX,write,72.582816,14446.615096,1099511627776,16384,262144,1487857754,1487857830,1031208,,,,,,,,
42,mira,mira-fs1,HACC-IO,GLEAN,write,936.121697,1680.192067,1649267703808,32768,163840,1487857837,1487858775,1031208,,,,,,,,
43,mira,mira-fs1,IOR,MPIIO,read,84.350417,12431.189293,1099511627776,32768,66560,1487858811,1487858924,1031208,,,,,,,,
44,mira,mira-fs1,IOR,POSIX,read,55.599751,18859.365091,1099511627776,16384,262144,1487858930,1487858992,1031208,,,,,,,,
45,mira,mira-fs1,HACC-IO,GLEAN,read,85.137468,18474.407132,1649267703808,32768,163840,1487858999,1487859086,1031208,,,,,,,,
46,mira,mira-fs1,IOR,MPIIO,write,76.600524,13688.888004,1099511627776,32769,66560,1487881228,1487881339,1032037,,,,,,,,
47,mira,mira-fs1,IOR,POSIX,write,71.755763,14613.125937,1099511627776,16384,262144,1487881345,1487881419,1032037,,,,,,,,
48,mira,mira-fs1,HACC-IO,GLEAN,write,92.664181,16973.810594,1649267703808,32768,163840,1487881426,1487881521,1032037,,,,,,,,
49,mira,mira-fs1,IOR,MPIIO,read,89.344684,11736.29978,1099511627776,32768,66560,1487881568,1487881681,1032037,,,,,,,,
50,mira,mira-fs1,IOR,POSIX,read,52.996573,19785.732222,1099511627776,16384,262144,1487881688,1487881756,1032037,,,,,,,,
51,mira,mira-fs1,HACC-IO,GLEAN,read,84.775892,18553.201993,1649267703808,32768,163840,1487881763,1487881849,1032037,,,,,,,,
52,mira,mira-fs1,IOR,MPIIO,write,73.448007,14276.439037,1099511627776,32769,66560,1486614449,1486614555,1020393,,,,,,,,
53,mira,mira-fs1,IOR,POSIX,write,74.059594,14158.543729,1099511627776,16384,262144,1486614561,1486614637,1020393,,,,,,,,
54,mira,mira-fs1,IOR,MPIIO,read,81.108992,12927.987079,1099511627776,32768,66560,1486614915,1486615028,1020393,,,,,,,,
55,mira,mira-fs1,IOR,POSIX,read,53.513288,19594.684676,1099511627776,16384,262144,1486615034,1486615098,1020393,,,,,,,,
56,mira,mira-fs1,HACC-IO,GLEAN,read,130.219903,19124.238199,2611327991808,32768,163840,1486615105,1486615236,1020393,,,,,,,,
57,mira,mira-fs1,HACC-IO,GLEAN,write,195.759332,12721.520927,2611327991808,32768,163840,1486614644,1486614842,1020393,,,,,,,,
58,mira,mira-fs1,IOR,MPIIO,write,71.858825,14592.167284,1099511627776,32769,66560,1486714611,1486714718,1020998,,,,,,,,
59,mira,mira-fs1,IOR,POSIX,write,70.007241,14978.107811,1099511627776,16384,262144,1486714724,1486714797,1020998,,,,,,,,
60,mira,mira-fs1,IOR,MPIIO,read,78.197308,13409.361863,1099511627776,32768,66560,1486715204,1486715310,1020998,,,,,,,,
61,mira,mira-fs1,IOR,POSIX,read,53.44023,19621.472418,1099511627776,16384,262144,1486715316,1486715389,1020998,,,,,,,,
62,mira,mira-fs1,IOR,MPIIO,write,75.098029,13962.763168,1099511627776,32769,66560,1486758519,1486758630,1021715,,,,,,,,
63,mira,mira-fs1,IOR,POSIX,write,74.163906,14138.629586,1099511627776,16384,262144,1486758636,1486758714,1021715,,,,,,,,
64,mira,mira-fs1,IOR,MPIIO,read,93.125176,11259.855197,1099511627776,32768,66560,1486758978,1486759095,1021715,,,,,,,,
65,mira,mira-fs1,IOR,POSIX,read,53.984076,19423.80202,1099511627776,16384,262144,1486759101,1486759175,1021715,,,,,,,,
66,mira,mira-fs1,HACC-IO,GLEAN,read,129.413925,19243.342124,2611327991808,32768,163840,1486715396,1486715526,1020998,,,,,,,,
67,mira,mira-fs1,HACC-IO,GLEAN,read,129.655366,19207.507702,2611327991808,32768,163840,1486759183,1486759313,1021715,,,,,,,,
68,mira,mira-fs1,HACC-IO,GLEAN,write,293.741607,8478.051373,2611327991808,32768,163840,1486714804,1486715099,1020998,,,,,,,,
69,mira,mira-fs1,HACC-IO,GLEAN,write,184.559169,13493.539485,2611327991808,32768,163840,1486758721,1486758908,1021715,,,,,,,,
70,mira,mira-fs1,IOR,MPIIO,write,77.593775,13513.661344,1099511627776,32769,66560,1486973410,1486973524,1023029,,,,,,,,
71,mira,mira-fs1,IOR,POSIX,write,84.158941,12459.472356,1099511627776,16384,262144,1486973531,1486973618,1023029,,,,,,,,
72,mira,mira-fs1,IOR,MPIIO,write,76.15677,13768.651149,1099511627776,32769,66560,1487996261,1487996373,1032945,47182474227.0,1.08457068108e+12,61884.0,57010.0,68804.0,160444.0,147.0,3565.0
73,mira,mira-fs1,IOR,POSIX,write,94.955053,11042.866815,1099511627776,16384,262144,1487996379,1487996476,1032945,1.58282016373e+12,1.12747546321e+12,58324.0,53457.0,212215.0,279447.0,0.0,59051.0
74,mira,mira-fs1,HACC-IO,GLEAN,write,97.271743,16169.796119,1649267703808,32768,163840,1487996494,1487996592,1032945,1.59083356408e+12,1.64339453381e+12,72318.0,48093.0,361163.0,214518.0,0.0,60652.0
75,mira,mira-fs1,IOR,MPIIO,read,134.328639,7806.049436,1099511627776,32768,66560,1487996673,1487996974,1032945,5.2092932595e+12,2896137107.0,38073.0,55069.0,827368.0,7102.0,13.0,1627.0
76,mira,mira-fs1,IOR,POSIX,read,64.341811,16296.961351,1099511627776,16384,262144,1487996980,1487997051,1032945,2.91438457959e+12,661311848.0,40884.0,44894.0,543249.0,1347.0,0.0,4875.0
77,mira,mira-fs1,HACC-IO,GLEAN,read,120.67367,13034.030111,1649267703808,32768,163840,1487997058,1487997180,1032945,3.62233757565e+12,1197533433.0,43625.0,37523.0,594288.0,2613.0,0.0,7350.0
78,mira,mira-fs1,IOR,MPIIO,write,75.530148,13882.880301,1099511627776,32769,66560,1488103466,1488103579,1033320,2362420738.0,1.25328774709e+12,624870.0,632991.0,306444.0,150988.0,0.0,132.0
79,mira,mira-fs1,IOR,POSIX,write,75.830827,13827.832849,1099511627776,16384,262144,1488103585,1488103664,1033320,36084672.0,1.09491217433e+12,115234.0,89160.0,43309.0,270772.0,0.0,53648.0
80,mira,mira-fs1,HACC-IO,GLEAN,write,95.630948,16447.230528,1649267703808,32768,163840,1488103671,1488103768,1033320,31768822.0,1.67877208336e+12,112170.0,86867.0,46543.0,219012.0,13.0,62839.0
81,mira,mira-fs1,IOR,MPIIO,read,86.020463,12189.843747,1099511627776,32768,66560,1488103807,1488103926,1033320,8.16458405647e+11,4136723234.0,501094.0,475197.0,348542.0,2141.0,0.0,2234.0
82,mira,mira-fs1,IOR,POSIX,read,54.041716,19403.084972,1099511627776,16384,262144,1488103933,1488103992,1033320,1.07211145843e+12,20795253467.0,84756.0,93775.0,271271.0,4059.0,0.0,14052.0
83,mira,mira-fs1,HACC-IO,GLEAN,read,86.139364,18259.529329,1649267703808,32768,163840,1488103999,1488104086,1033320,1.55120073674e+12,2723481.0,50890.0,46735.0,204006.0,1102.0,0.0,8326.0
84,mira,mira-fs1,IOR,MPIIO,write,71.207715,14725.595432,1099511627776,32769,66560,1488148285,1488148385,1033686,2507474568.0,1.13809465996e+12,643203.0,636790.0,334458.0,143544.0,99.0,11188.0
85,mira,mira-fs1,IOR,POSIX,write,72.047029,14554.04916,1099511627776,16384,262144,1488148391,1488148466,1033686,179745894.0,1.07707173814e+12,90689.0,58506.0,45528.0,260565.0,19.0,56180.0
86,mira,mira-fs1,HACC-IO,GLEAN,write,335.670521,4685.738393,1649267703808,32768,163840,1488148473,1488148810,1033686,674914438.0,1.88552070243e+12,216058.0,190697.0,187088.0,262804.0,93.0,108861.0
87,mira,mira-fs1,IOR,MPIIO,read,83.321534,12584.693835,1099511627776,32768,66560,1488148849,1488148963,1033686,1.07921738168e+12,908635481.0,108027.0,107597.0,190027.0,2441.0,34.0,8672.0
88,mira,mira-fs1,IOR,POSIX,read,53.137269,19733.343829,1099511627776,16384,262144,1488148969,1488149030,1033686,1.09354100254e+12,51626638270.0,66693.0,71993.0,268522.0,8677.0,0.0,20746.0
89,mira,mira-fs1,HACC-IO,GLEAN,read,87.143077,18049.216249,1649267703808,32768,163840,1488149037,1488149125,1033686,1.61549448249e+12,2034602.0,81870.0,64217.0,230959.0,13.0,0.0,2804.0
90,mira,mira-fs1,IOR,MPIIO,write,78.04008,13436.377866,1099511627776,32769,66560,1488231367,1488231484,1034384,2682618.0,57100740094.0,806.0,2216.0,816.0,7426.0,0.0,3159.0
91,mira,mira-fs1,IOR,POSIX,write,71.840139,14595.962862,1099511627776,16384,262144,1488231490,1488231565,1034384,1719660.0,36603038535.0,520.0,1425.0,540.0,4782.0,0.0,2025.0
92,mira,mira-fs1,HACC-IO,GLEAN,write,93.829501,16763.003544,1649267703808,32768,163840,1488231572,1488231667,1034384,4557592733.0,42459525334.0,665.0,1712.0,1697.0,5551.0,0.0,2371.0
93,mira,mira-fs1,VPIC-IO,H5Part,write,59.912088,17501.910467,1099511632192,16385,66578,1488231674,1488231764,1034384,51250476251.0,7146.0,620.0,620.0,12032.0,21.0,0.0,54.0
94,mira,mira-fs1,IOR,MPIIO,read,81.282706,12900.357955,1099511627776,32768,66560,1488231771,1488231887,1034384,66056168865.0,9211.0,789.0,804.0,15508.0,47.0,0.0,69.0
95,mira,mira-fs1,IOR,POSIX,read,52.725975,19887.275632,1099511627776,16384,262144,1488231923,1488231982,1034384,20500407273.0,3285112636.0,1457.0,932.0,5005.0,539.0,0.0,427.0
96,mira,mira-fs1,HACC-IO,GLEAN,read,88.887011,17695.096633,1649267703808,32768,163840,1488231988,1488232078,1034384,849692.0,12854777375.0,4685.0,2663.0,708.0,2057.0,0.0,1584.0
97,mira,mira-fs1,BD-CATS-IO,H5Part,read,72.447807,10857.640528,824822726656,32768,557824,1488232086,1488232179,1034384,878478.0,13283269963.0,4836.0,2765.0,729.0,2158.0,0.0,1636.0
98,mira,mira-fs1,IOR,MPIIO,write,68.086177,15400.717928,1099511627776,32769,66560,1488348038,1488348129,1035041,1212809257.0,1.09174933434e+12,53138.0,51334.0,8586.0,134091.0,0.0,831.0
99,mira,mira-fs1,IOR,POSIX,write,75.807737,13832.044544,1099511627776,16384,262144,1488348136,1488348215,1035041,19826407.0,1.08542795249e+12,62715.0,29133.0,8074.0,259824.0,0.0,50354.0
100,mira,mira-fs1,HACC-IO,GLEAN,write,95.636734,16446.235545,1649267703808,32768,163840,1488348223,1488348320,1035041,1426918.0,1.62750909849e+12,57936.0,49211.0,1.0,211130.0,0.0,56557.0
101,mira,mira-fs1,VPIC-IO,H5Part,write,59.962008,17487.33975,1099511632192,16385,66578,1488348327,1488348418,1035041,12512239.0,1.07604855331e+12,31286.0,12909.0,49.0,130233.0,0.0,1889.0
102,mira,mira-fs1,IOR,MPIIO,read,70.121524,14953.696579,1099511627776,32768,66560,1488348425,1488348526,1035041,1.19624514474e+12,205096145.0,41061.0,46869.0,129528.0,16516.0,28.0,345.0
103,mira,mira-fs1,IOR,POSIX,read,52.491442,19976.132477,1099511627776,16384,262144,1488348533,1488348590,1035041,1.31051474317e+12,205938970.0,127061.0,130011.0,320597.0,26470.0,512.0,4365.0
104,mira,mira-fs1,HACC-IO,GLEAN,read,101.312342,15524.902701,1649267703808,32768,163840,1488348598,1488348700,1035041,1.65669294258e+12,11619258140.0,509748.0,512483.0,587520.0,4491.0,1298.0,6365.0
105,mira,mira-fs1,BD-CATS-IO,H5Part,read,69.491025,11319.623588,824822726656,32768,557824,1488348707,1488348798,1035041,8.09821480274e+11,23239350653.0,55607.0,47092.0,275069.0,5313.0,25.0,541.0
106,mira,mira-fs1,IOR,MPIIO,write,72.405294,14482.035053,1099511627776,32769,66560,1488426126,1488426226,1035678,75442975371.0,1.07775707103e+12,586190.0,569456.0,342401.0,128323.0,0.0,455.0
107,mira,mira-fs1,IOR,POSIX,write,72.194242,14524.371699,1099511627776,16384,262144,1488426233,1488426307,1035678,50572314762.0,1.07926831946e+12,54755.0,35368.0,53048.0,256997.0,29.0,47864.0
108,mira,mira-fs1,HACC-IO,GLEAN,write,93.384476,16842.887759,1649267703808,32768,163840,1488426314,1488426409,1035678,62135022143.0,1.63258213158e+12,60232.0,51691.0,63300.0,210364.0,10.0,59932.0
109,mira,mira-fs1,VPIC-IO,H5Part,write,59.830564,17525.758333,1099511632192,16385,66578,1488426416,1488426504,1035678,61980161335.0,1.0886553968e+12,28463.0,24520.0,63075.0,256135.0,9.0,16149.0
110,mira,mira-fs1,IOR,MPIIO,read,76.810095,13651.538978,1099511627776,32768,66560,1488426510,1488426627,1035678,1.15703238987e+12,12090542.0,39287.0,34083.0,209939.0,227046.0,0.0,25336.0
111,mira,mira-fs1,IOR,POSIX,read,52.329361,20038.005167,1099511627776,16384,262144,1488426634,1488426693,1035678,1.1245834388e+12,10074271.0,31464.0,32121.0,287521.0,173294.0,0.0,23058.0
112,mira,mira-fs1,HACC-IO,GLEAN,read,91.753805,17142.223704,1649267703808,32768,163840,1488426700,1488426793,1035678,1.67489495003e+12,4559012560.0,41800.0,41131.0,246543.0,153636.0,0.0,21231.0
113,mira,mira-fs1,BD-CATS-IO,H5Part,read,57.173769,13758.271722,824822726656,32768,557824,1488426800,1488426886,1035678,8.76220320329e+11,376384.0,35631.0,42491.0,335718.0,8195.0,0.0,1832.0
114,mira,mira-fs1,IOR,MPIIO,write,72.763822,14410.67788,1099511627776,32769,66560,1488485936,1488486040,1036485,11721104.0,1.08586293368e+12,30705.0,22131.0,2937.0,133507.0,1.0,260.0
115,mira,mira-fs1,IOR,POSIX,write,72.26278,14510.595818,1099511627776,16384,262144,1488486047,1488486121,1036485,11526849.0,1.08985163305e+12,54543.0,26405.0,3526.0,260083.0,0.0,48755.0
116,mira,mira-fs1,HACC-IO,GLEAN,write,93.729297,16780.924496,1649267703808,32768,163840,1488486128,1488486223,1036485,4853848.0,1.62356648581e+12,67333.0,37093.0,945.0,209949.0,0.0,53710.0
117,mira,mira-fs1,VPIC-IO,H5Part,write,59.781629,17540.10418,1099511632192,16385,66578,1488486231,1488486322,1036485,1664852.0,1.08480116461e+12,27603.0,26893.0,1032.0,130328.0,0.0,168.0
118,mira,mira-fs1,IOR,MPIIO,read,73.350506,14295.416103,1099511627776,32768,66560,1488486328,1488486438,1036485,1.08319829238e+12,12700112.0,90569.0,95006.0,132455.0,894.0,4.0,68.0
119,mira,mira-fs1,IOR,POSIX,read,52.66921,19908.709649,1099511627776,16384,262144,1488486444,1488486515,1036485,1.0933404829e+12,1081325.0,36792.0,33497.0,250102.0,549.0,0.0,8146.0
120,mira,mira-fs1,HACC-IO,GLEAN,read,85.558454,18383.504766,1649267703808,32768,163840,1488486522,1488486609,1036485,1.62840749061e+12,4061447.0,42634.0,33147.0,200773.0,645.0,0.0,456.0
121,mira,mira-fs1,BD-CATS-IO,H5Part,read,58.564917,13431.458353,824822726656,32768,557824,1488486616,1488486701,1036485,8.19892889658e+11,250633.0,33713.0,26741.0,291509.0,633.0,7.0,115.0
122,mira,mira-fs1,IOR,MPIIO,write,74.156776,14139.989095,1099511627776,32769,66560,1488579920,1488580020,1037227,320277574.0,1.13858331635e+12,37327.0,40588.0,10430.0,136039.0,70.0,4789.0
123,mira,mira-fs1,IOR,POSIX,write,71.823962,14599.25034,1099511627776,16384,262144,1488580027,1488580102,1037227,11070191.0,1.08608045567e+12,58814.0,28609.0,4480.0,258587.0,16.0,48507.0
124,mira,mira-fs1,HACC-IO,GLEAN,write,94.342874,16671.786518,1649267703808,32768,163840,1488580109,1488580205,1037227,1553909.0,1.63533106641e+12,54930.0,42352.0,959.0,210711.0,0.0,56382.0
125,mira,mira-fs1,VPIC-IO,H5Part,write,64.036008,16374.787144,1099511632192,16385,66578,1488580212,1488580299,1037227,25457409.0,1.0849582939e+12,29224.0,8903.0,969.0,129528.0,18.0,89.0
126,mira,mira-fs1,IOR,MPIIO,read,78.32499,13387.502585,1099511627776,32768,66560,1488580306,1488580416,1037227,1.07830382495e+12,232909438.0,36001.0,35994.0,131434.0,45.0,5.0,34.0
127,mira,mira-fs1,IOR,POSIX,read,54.07225,19392.128213,1099511627776,16384,262144,1488580422,1488580482,1037227,1.08624247359e+12,111450931.0,35726.0,43550.0,269452.0,204.0,4.0,4145.0
128,mira,mira-fs1,HACC-IO,GLEAN,read,85.868179,18317.195801,1649267703808,32768,163840,1488580489,1488580576,1037227,1.63151376017e+12,89170790.0,43703.0,47257.0,234195.0,1580.0,12.0,4208.0
129,mira,mira-fs1,BD-CATS-IO,H5Part,read,59.968045,13117.190143,824822726656,32768,557824,1488580583,1488580668,1037227,8.22820809191e+11,64220885.0,41334.0,52308.0,304328.0,1367.0,26.0,1456.0
130,mira,mira-fs1,IOR,MPIIO,write,70.586726,14855.144313,1099511627776,32769,66560,1488658667,1488658767,1037989,1.59657889699e+11,1.08306675627e+12,61354.0,62011.0,15525.0,181414.0,48.0,582.0
131,mira,mira-fs1,IOR,POSIX,write,71.247411,14717.391019,1099511627776,16384,262144,1488658773,1488658847,1037989,54900590129.0,1.08490457317e+12,61032.0,39958.0,9551.0,278414.0,89.0,46025.0
132,mira,mira-fs1,HACC-IO,GLEAN,write,93.102544,16893.891281,1649267703808,32768,163840,1488658854,1488658948,1037989,2.78233136479e+11,1.62188587369e+12,70206.0,43155.0,10225.0,298374.0,77.0,61195.0
133,mira,mira-fs1,VPIC-IO,H5Part,write,57.016047,18390.89284,1099511632192,16385,66578,1488658955,1488659040,1037989,2.79108020337e+11,1.09586092681e+12,42211.0,25857.0,9164.0,175502.0,17.0,172.0
134,mira,mira-fs1,IOR,MPIIO,read,75.284481,13928.182631,1099511627776,32768,66560,1488659046,1488659149,1037989,1.44882539701e+12,93591467.0,63457.0,76411.0,139984.0,88280.0,28.0,245.0
135,mira,mira-fs1,IOR,POSIX,read,52.657067,19913.300541,1099511627776,16384,262144,1488659155,1488659215,1037989,1.25912671883e+12,43504275.0,85346.0,56039.0,260603.0,46866.0,9.0,7880.0
136,mira,mira-fs1,HACC-IO,GLEAN,read,86.586655,18165.203892,1649267703808,32768,163840,1488659222,1488659309,1037989,1.6270795988e+12,18953482.0,52937.0,43871.0,209899.0,3040.0,435.0,7226.0
137,mira,mira-fs1,BD-CATS-IO,H5Part,read,73.992163,10631.021163,824822726656,32768,557824,1488659317,1488659426,1037989,8.1088359878e+11,68464757.0,47542.0,52519.0,274503.0,954.0,621.0,547.0
138,mira,mira-fs1,IOR,MPIIO,write,71.494576,14666.511176,1099511627776,32769,66560,1488745800,1488745898,1038334,52960652228.0,1.07629418403e+12,68209.0,57437.0,49578.0,143672.0,145.0,525.0
139,mira,mira-fs1,IOR,POSIX,write,70.939276,14781.318035,1099511627776,16384,262144,1488745905,1488745979,1038334,1078581054.0,1.09032249936e+12,77946.0,57172.0,72761.0,263393.0,164.0,48989.0
140,mira,mira-fs1,HACC-IO,GLEAN,write,93.411174,16838.07395,1649267703808,32768,163840,1488745986,1488746081,1038334,836456984.0,1.63444389604e+12,76098.0,66456.0,66970.0,215671.0,56.0,56021.0
141,mira,mira-fs1,VPIC-IO,H5Part,write,56.817229,18455.247193,1099511632192,16385,66578,1488746088,1488746170,1038334,934252438.0,1.09469291679e+12,39229.0,23039.0,73974.0,135136.0,34.0,404.0
142,mira,mira-fs1,IOR,MPIIO,read,78.047866,13435.037454,1099511627776,32768,66560,1488746177,1488746284,1038334,1.07756154836e+12,2345753815.0,54755.0,47644.0,159720.0,5768.0,485.0,257.0
143,mira,mira-fs1,IOR,POSIX,read,52.345706,20031.748045,1099511627776,16384,262144,1488746291,1488746354,1038334,1.08869780708e+12,22658676.0,47363.0,37663.0,261890.0,3149.0,204.0,4089.0
144,mira,mira-fs1,HACC-IO,GLEAN,read,85.741631,18344.230516,1649267703808,32768,163840,1488746361,1488746448,1038334,1.63051405302e+12,1502516068.0,52092.0,60801.0,231633.0,4293.0,239.0,3775.0
145,mira,mira-fs1,BD-CATS-IO,H5Part,read,60.638434,12972.17293,824822726656,32768,557824,1488746455,1488746538,1038334,8.13303532503e+11,1656703857.0,71061.0,62435.0,401991.0,4453.0,284.0,147.0
146,mira,mira-fs1,IOR,MPIIO,write,76.869995,13640.901195,1099511627776,32769,66560,1488917876,1488917978,1039807,2647604257.0,1.08747282352e+12,69403.0,61820.0,16287.0,4621558.0,562.0,1450.0
147,mira,mira-fs1,IOR,POSIX,write,71.185019,14730.290433,1099511627776,16384,262144,1488917984,1488918058,1039807,2300539179.0,1.0860520064e+12,73251.0,43704.0,12006.0,3550090.0,371.0,46530.0
